Time,Temperature,Dew Point,Humidity,Wind,Speed,Gust,Pressure,Precip. Rate.,Precip. Accum.,UV,Solar,Date,Unnamed: 0,High,Low,Average
10:55 AM,83.1 °F,59.5 °F,45 °%,West,1.6 °mph,3.1 °mph,29.91 °in,0.00 °in,0.00 °in,7.0,816 w/m²,2022-07-13,,,,
11:00 AM,83.1 °F,60.3 °F,46 °%,,2.5 °mph,4.9 °mph,29.91 °in,0.00 °in,0.00 °in,7.0,821 w/m²,2022-07-13,,,,
11:05 AM,83.5 °F,59.9 °F,45 °%,SW,2.0 °mph,4.3 °mph,29.91 °in,0.00 °in,0.00 °in,7.0,807 w/m²,2022-07-13,,,,
11:10 AM,83.3 °F,59.2 °F,44 °%,,1.3 °mph,3.8 °mph,29.91 °in,0.00 °in,0.00 °in,6.0,699 w/m²,2022-07-13,,,,
11:15 AM,83.5 °F,58.6 °F,43 °%,ENE,1.1 °mph,3.4 °mph,29.91 °in,0.00 °in,0.00 °in,6.0,715 w/m²,2022-07-13,,,,
11:20 AM,83.7 °F,58.8 °F,43 °%,SSW,1.3 °mph,4.3 °mph,29.91 °in,0.00 °in,0.00 °in,8.0,859 w/m²,2022-07-13,,,,
11:25 AM,84.0 °F,59.7 °F,44 °%,NNE,2.5 °mph,5.8 °mph,29.91 °in,0.00 °in,0.00 °in,7.0,788 w/m²,2022-07-13,,,,
11:30 AM,84.0 °F,59.2 °F,43 °%,NNW,2.2 °mph,5.1 °mph,29.91 °in,0.00 °in,0.00 °in,6.0,698 w/m²,2022-07-13,,,,
11:35 AM,84.2 °F,59.4 °F,43 °%,NE,2.5 °mph,6.5 °mph,29.91 °in,0.00 °in,0.00 °in,6.0,686 w/m²,2022-07-13,,,,
11:40 AM,84.4 °F,58.8 °F,42 °%,NNW,2.7 °mph,5.6 °mph,29.90 °in,0.00 °in,0.00 °in,7.0,741 w/m²,2022-07-13,,,,
11:45 AM,84.4 °F,59.5 °F,43 °%,NNW,1.3 °mph,2.7 °mph,29.90 °in,0.00 °in,0.00 °in,8.0,818 w/m²,2022-07-13,,,,
11:50 AM,84.6 °F,59.0 °F,42 °%,SE,1.6 °mph,3.1 °mph,29.90 °in,0.00 °in,0.00 °in,8.0,844 w/m²,2022-07-13,,,,
11:55 AM,84.7 °F,59.2 °F,42 °%,SSW,1.3 °mph,2.7 °mph,29.90 °in,0.00 °in,0.00 °in,8.0,844 w/m²,2022-07-13,,,,
12:04 PM,85.1 °F,57.4 °F,39 °%,NW,1.7 °mph,4.1 °mph,29.90 °in,0.00 °in,0.00 °in,8.0,907 w/m²,2022-07-13,,,,
12:10 PM,85.3 °F,57.6 °F,39 °%,WNW,0.9 °mph,2.7 °mph,29.90 °in,0.00 °in,0.00 °in,8.0,853 w/m²,2022-07-13,,,,
12:15 PM,85.3 °F,57.6 °F,39 °%,SW,1.6 °mph,4.0 °mph,29.90 °in,0.00 °in,0.00 °in,8.0,856 w/m²,2022-07-13,,,,
12:20 PM,85.5 °F,57.7 °F,39 °%,NNW,1.3 °mph,3.4 °mph,29.90 °in,0.00 °in,0.00 °in,8.0,879 w/m²,2022-07-13,,,,
12:25 PM,85.6 °F,57.9 °F,39 °%,WNW,2.0 °mph,6.3 °mph,29.90 °in,0.00 °in,0.00 °in,7.0,819 w/m²,2022-07-13,,,,
12:30 PM,85.6 °F,57.9 °F,39 °%,SSE,3.1 °mph,6.0 °mph,29.90 °in,0.00 °in,0.00 °in,1.0,74 w/m²,2022-07-13,,,,
12:35 PM,86.0 °F,57.4 °F,38 °%,SSE,2.0 °mph,3.6 °mph,29.90 °in,0.00 °in,0.00 °in,1.0,53 w/m²,2022-07-13,,,,
12:40 PM,86.0 °F,57.4 °F,38 °%,West,2.5 °mph,5.4 °mph,29.90 °in,0.00 °in,0.00 °in,7.0,589 w/m²,2022-07-13,,,,
12:45 PM,86.2 °F,58.3 °F,39 °%,West,1.6 °mph,3.4 °mph,29.90 °in,0.01 °in,0.00 °in,8.0,875 w/m²,2022-07-13,,,,
12:50 PM,86.2 °F,57.6 °F,38 °%,SW,3.6 °mph,6.7 °mph,29.90 °in,0.01 °in,0.00 °in,8.0,924 w/m²,2022-07-13,,,,
12:55 PM,86.4 °F,57.7 °F,38 °%,ESE,2.0 °mph,4.3 °mph,29.89 °in,0.01 °in,0.00 °in,8.0,895 w/m²,2022-07-13,,,,
1:00 PM,86.4 °F,57.0 °F,37 °%,West,2.2 °mph,4.0 °mph,29.89 °in,0.01 °in,0.00 °in,8.0,923 w/m²,2022-07-13,,,,
1:05 PM,86.7 °F,56.7 °F,36 °%,SW,2.9 °mph,4.0 °mph,29.89 °in,0.01 °in,0.00 °in,8.0,837 w/m²,2022-07-13,,,,
1:10 PM,86.7 °F,57.4 °F,37 °%,WSW,4.3 °mph,7.4 °mph,29.89 °in,0.01 °in,0.00 °in,9.0,931 w/m²,2022-07-13,,,,
1:15 PM,86.7 °F,57.4 °F,37 °%,WNW,1.6 °mph,5.8 °mph,29.88 °in,0.01 °in,0.00 °in,8.0,928 w/m²,2022-07-13,,,,
1:20 PM,87.1 °F,57.7 °F,37 °%,SW,0.9 °mph,3.4 °mph,29.88 °in,0.00 °in,0.00 °in,9.0,935 w/m²,2022-07-13,,,,
1:25 PM,87.3 °F,57.7 °F,37 °%,SW,2.9 °mph,4.7 °mph,29.88 °in,0.00 °in,0.00 °in,8.0,923 w/m²,2022-07-13,,,,
1:30 PM,87.6 °F,58.1 °F,37 °%,SW,2.0 °mph,4.0 °mph,29.88 °in,0.00 °in,0.00 °in,8.0,922 w/m²,2022-07-13,,,,
1:35 PM,88.0 °F,57.7 °F,36 °%,NNW,3.8 °mph,5.4 °mph,29.88 °in,0.00 °in,0.00 °in,8.0,885 w/m²,2022-07-13,,,,
1:40 PM,88.2 °F,57.9 °F,36 °%,WNW,3.1 °mph,5.6 °mph,29.88 °in,0.00 °in,0.00 °in,8.0,901 w/m²,2022-07-13,,,,
1:45 PM,88.0 °F,56.8 °F,35 °%,WSW,2.2 °mph,3.6 °mph,29.88 °in,0.00 °in,0.00 °in,8.0,887 w/m²,2022-07-13,,,,
1:50 PM,88.0 °F,57.7 °F,36 °%,WSW,2.0 °mph,3.1 °mph,29.88 °in,0.00 °in,0.00 °in,8.0,933 w/m²,2022-07-13,,,,
1:55 PM,88.0 °F,57.7 °F,36 °%,SW,2.9 °mph,6.0 °mph,29.87 °in,0.00 °in,0.00 °in,8.0,890 w/m²,2022-07-13,,,,
2:00 PM,88.3 °F,58.1 °F,36 °%,SSW,0.9 °mph,2.5 °mph,29.87 °in,0.00 °in,0.00 °in,8.0,874 w/m²,2022-07-13,,,,
2:05 PM,88.5 °F,58.1 °F,36 °%,West,0.9 °mph,1.8 °mph,29.87 °in,0.00 °in,0.00 °in,6.0,715 w/m²,2022-07-13,,,,
2:10 PM,88.2 °F,57.0 °F,35 °%,NW,1.8 °mph,5.6 °mph,29.87 °in,0.00 °in,0.00 °in,6.0,679 w/m²,2022-07-13,,,,
2:15 PM,88.3 °F,57.2 °F,35 °%,SW,3.1 °mph,5.8 °mph,29.87 °in,0.00 °in,0.00 °in,8.0,888 w/m²,2022-07-13,,,,
2:20 PM,88.3 °F,57.2 °F,35 °%,NW,2.5 °mph,5.1 °mph,29.87 °in,0.00 °in,0.00 °in,8.0,856 w/m²,2022-07-13,,,,
2:25 PM,88.3 °F,57.2 °F,35 °%,WSW,2.0 °mph,3.8 °mph,29.87 °in,0.00 °in,0.00 °in,8.0,828 w/m²,2022-07-13,,,,
2:30 PM,88.5 °F,57.4 °F,35 °%,WNW,3.6 °mph,9.6 °mph,29.87 °in,0.00 °in,0.00 °in,6.0,647 w/m²,2022-07-13,,,,
2:35 PM,88.5 °F,57.4 °F,35 °%,NW,3.6 °mph,8.7 °mph,29.87 °in,0.05 °in,0.05 °in,3.0,378 w/m²,2022-07-13,,,,
2:40 PM,88.0 °F,57.7 °F,36 °%,WSW,1.6 °mph,3.6 °mph,29.87 °in,0.07 °in,0.07 °in,3.0,354 w/m²,2022-07-13,,,,
2:45 PM,88.0 °F,57.7 °F,36 °%,SW,2.2 °mph,6.5 °mph,29.86 °in,0.07 °in,0.07 °in,2.0,228 w/m²,2022-07-13,,,,
2:50 PM,88.0 °F,58.5 °F,37 °%,NW,1.6 °mph,4.0 °mph,29.87 °in,0.07 °in,0.07 °in,7.0,763 w/m²,2022-07-13,,,,
2:55 PM,88.2 °F,58.6 °F,37 °%,NE,1.6 °mph,2.7 °mph,29.86 °in,0.07 °in,0.00 °in,7.0,770 w/m²,2022-07-13,,,,
3:00 PM,88.2 °F,58.6 °F,37 °%,SW,2.2 °mph,4.5 °mph,29.86 °in,0.07 °in,0.00 °in,2.0,263 w/m²,2022-07-13,,,,
3:05 PM,88.3 °F,58.1 °F,36 °%,West,2.5 °mph,5.1 °mph,29.87 °in,0.07 °in,0.00 °in,8.0,823 w/m²,2022-07-13,,,,
3:10 PM,88.5 °F,57.4 °F,35 °%,SW,4.3 °mph,6.3 °mph,29.86 °in,0.07 °in,0.00 °in,7.0,721 w/m²,2022-07-13,,,,
3:15 PM,88.7 °F,57.6 °F,35 °%,SW,2.5 °mph,4.5 °mph,29.86 °in,0.07 °in,0.00 °in,6.0,671 w/m²,2022-07-13,,,,
3:20 PM,88.9 °F,57.7 °F,35 °%,SW,3.4 °mph,6.7 °mph,29.86 °in,0.07 °in,0.00 °in,7.0,715 w/m²,2022-07-13,,,,
3:25 PM,88.7 °F,56.7 °F,34 °%,West,2.7 °mph,6.5 °mph,29.86 °in,0.07 °in,0.00 °in,8.0,817 w/m²,2022-07-13,,,,
3:30 PM,89.1 °F,57.9 °F,35 °%,SW,2.5 °mph,5.4 °mph,29.86 °in,0.07 °in,0.00 °in,7.0,795 w/m²,2022-07-13,,,,
3:35 PM,89.1 °F,57.9 °F,35 °%,West,2.5 °mph,4.9 °mph,29.86 °in,0.01 °in,0.00 °in,2.0,300 w/m²,2022-07-13,,,,
3:40 PM,88.9 °F,57.7 °F,35 °%,SW,2.7 °mph,5.1 °mph,29.86 °in,0.00 °in,0.00 °in,7.0,767 w/m²,2022-07-13,,,,
3:49 PM,89.0 °F,57.8 °F,35 °%,South,2.2 °mph,4.2 °mph,29.86 °in,0.00 °in,0.00 °in,7.0,747 w/m²,2022-07-13,,,,
3:54 PM,89.2 °F,58.8 °F,36 °%,WSW,3.4 °mph,5.4 °mph,29.86 °in,0.00 °in,0.00 °in,7.0,725 w/m²,2022-07-13,,,,
3:59 PM,89.2 °F,58.1 °F,35 °%,SW,2.0 °mph,4.0 °mph,29.86 °in,0.00 °in,0.00 °in,6.0,688 w/m²,2022-07-13,,,,
4:05 PM,89.4 °F,58.1 °F,35 °%,WSW,2.0 °mph,7.2 °mph,29.86 °in,0.00 °in,0.00 °in,7.0,704 w/m²,2022-07-13,,,,
4:10 PM,89.6 °F,58.3 °F,35 °%,SW,3.6 °mph,5.8 °mph,29.85 °in,0.00 °in,0.00 °in,4.0,459 w/m²,2022-07-13,,,,
4:19 PM,89.6 °F,58.8 °F,36 °%,NW,3.5 °mph,6.5 °mph,29.85 °in,0.00 °in,0.00 °in,7.0,695 w/m²,2022-07-13,,,,
4:24 PM,89.4 °F,59.7 °F,37 °%,WNW,2.2 °mph,4.9 °mph,29.85 °in,0.00 °in,0.00 °in,6.0,625 w/m²,2022-07-13,,,,
4:29 PM,89.4 °F,59.7 °F,37 °%,SW,1.1 °mph,2.5 °mph,29.85 °in,0.00 °in,0.00 °in,1.0,105 w/m²,2022-07-13,,,,
4:34 PM,89.2 °F,58.8 °F,36 °%,SSE,2.7 °mph,6.3 °mph,29.85 °in,0.00 °in,0.00 °in,6.0,566 w/m²,2022-07-13,,,,
4:39 PM,89.4 °F,58.1 °F,35 °%,SE,4.0 °mph,8.3 °mph,29.85 °in,0.00 °in,0.00 °in,6.0,619 w/m²,2022-07-13,,,,
4:44 PM,89.4 °F,58.1 °F,35 °%,SSE,3.4 °mph,4.7 °mph,29.85 °in,0.00 °in,0.00 °in,5.0,515 w/m²,2022-07-13,,,,
4:48 PM,89.4 °F,59.0 °F,36 °%,SE,0.9 °mph,2.2 °mph,29.85 °in,0.00 °in,0.00 °in,5.0,513 w/m²,2022-07-13,,,,
4:54 PM,89.4 °F,59.0 °F,36 °%,SSW,1.1 °mph,2.9 °mph,29.85 °in,0.00 °in,0.00 °in,4.0,435 w/m²,2022-07-13,,,,
4:59 PM,89.4 °F,59.7 °F,37 °%,SW,2.0 °mph,6.3 °mph,29.85 °in,0.00 °in,0.00 °in,4.0,445 w/m²,2022-07-13,,,,
5:04 PM,89.4 °F,60.4 °F,38 °%,WSW,2.5 °mph,4.0 °mph,29.85 °in,0.00 °in,0.00 °in,5.0,513 w/m²,2022-07-13,,,,
5:10 PM,89.1 °F,60.1 °F,38 °%,WSW,2.2 °mph,4.3 °mph,29.85 °in,0.00 °in,0.00 °in,4.0,437 w/m²,2022-07-13,,,,
5:19 PM,88.6 °F,60.2 °F,39 °%,SW,1.3 °mph,3.5 °mph,29.85 °in,0.00 °in,0.00 °in,5.0,493 w/m²,2022-07-13,,,,
5:23 PM,88.5 °F,60.4 °F,39 °%,WSW,2.9 °mph,5.4 °mph,29.85 °in,0.00 °in,0.00 °in,4.0,461 w/m²,2022-07-13,,,,
5:29 PM,88.2 °F,60.8 °F,40 °%,WSW,2.7 °mph,5.1 °mph,29.84 °in,0.00 °in,0.00 °in,3.0,367 w/m²,2022-07-13,,,,
5:34 PM,88.5 °F,60.4 °F,39 °%,SW,4.0 °mph,8.5 °mph,29.85 °in,0.00 °in,0.00 °in,4.0,418 w/m²,2022-07-13,,,,
5:39 PM,88.5 °F,61.2 °F,40 °%,WSW,2.9 °mph,6.0 °mph,29.84 °in,0.00 °in,0.00 °in,4.0,412 w/m²,2022-07-13,,,,
5:44 PM,88.3 °F,61.0 °F,40 °%,SW,2.2 °mph,5.6 °mph,29.84 °in,0.00 °in,0.00 °in,4.0,402 w/m²,2022-07-13,,,,
5:48 PM,88.3 °F,61.0 °F,40 °%,SW,2.0 °mph,3.6 °mph,29.84 °in,0.00 °in,0.00 °in,4.0,379 w/m²,2022-07-13,,,,
5:54 PM,88.3 °F,61.0 °F,40 °%,SW,2.5 °mph,3.8 °mph,29.84 °in,0.00 °in,0.00 °in,3.0,346 w/m²,2022-07-13,,,,
5:59 PM,88.3 °F,62.4 °F,42 °%,SW,1.8 °mph,4.7 °mph,29.84 °in,0.00 °in,0.00 °in,3.0,327 w/m²,2022-07-13,,,,
6:04 PM,88.3 °F,62.4 °F,42 °%,SE,6.3 °mph,10.1 °mph,29.84 °in,0.00 °in,0.00 °in,3.0,306 w/m²,2022-07-13,,,,
6:09 PM,88.3 °F,63.0 °F,43 °%,NW,2.5 °mph,4.7 °mph,29.84 °in,0.00 °in,0.00 °in,3.0,298 w/m²,2022-07-13,,,,
6:14 PM,88.0 °F,62.8 °F,43 °%,South,1.1 °mph,4.7 °mph,29.84 °in,0.00 °in,0.00 °in,3.0,289 w/m²,2022-07-13,,,,
6:19 PM,88.2 °F,63.5 °F,44 °%,North,0.0 °mph,0.9 °mph,29.84 °in,0.00 °in,0.00 °in,3.0,250 w/m²,2022-07-13,,,,
6:29 PM,88.4 °F,63.8 °F,44 °%,SE,2.5 °mph,6.1 °mph,29.84 °in,0.00 °in,0.00 °in,3.0,269 w/m²,2022-07-13,,,,
6:34 PM,88.2 °F,63.5 °F,44 °%,South,1.6 °mph,4.0 °mph,29.84 °in,0.00 °in,0.00 °in,3.0,260 w/m²,2022-07-13,,,,
6:39 PM,88.0 °F,64.0 °F,45 °%,SSE,3.4 °mph,7.4 °mph,29.84 °in,0.00 °in,0.00 °in,2.0,230 w/m²,2022-07-13,,,,
6:45 PM,88.0 °F,64.0 °F,45 °%,WNW,2.0 °mph,4.7 °mph,29.85 °in,0.00 °in,0.00 °in,2.0,181 w/m²,2022-07-13,,,,
6:50 PM,87.6 °F,63.0 °F,44 °%,West,2.2 °mph,5.4 °mph,29.85 °in,0.00 °in,0.00 °in,1.0,140 w/m²,2022-07-13,,,,
6:55 PM,87.3 °F,63.3 °F,45 °%,WSW,2.0 °mph,3.8 °mph,29.85 °in,0.00 °in,0.00 °in,2.0,142 w/m²,2022-07-13,,,,
7:00 PM,87.1 °F,63.1 °F,45 °%,NE,1.3 °mph,4.5 °mph,29.85 °in,0.00 °in,0.00 °in,1.0,117 w/m²,2022-07-13,,,,
7:05 PM,87.3 °F,63.3 °F,45 °%,SSW,2.5 °mph,4.5 °mph,29.85 °in,0.00 °in,0.00 °in,1.0,129 w/m²,2022-07-13,,,,
7:10 PM,87.3 °F,63.3 °F,45 °%,ENE,1.6 °mph,4.0 °mph,29.85 °in,0.00 °in,0.00 °in,2.0,129 w/m²,2022-07-13,,,,
7:15 PM,87.1 °F,62.6 °F,44 °%,North,1.8 °mph,4.3 °mph,29.85 °in,0.00 °in,0.00 °in,1.0,125 w/m²,2022-07-13,,,,
7:20 PM,86.9 °F,63.0 °F,45 °%,SSE,2.7 °mph,6.9 °mph,29.85 °in,0.00 °in,0.00 °in,1.0,73 w/m²,2022-07-13,,,,
7:25 PM,86.7 °F,62.8 °F,45 °%,SSE,1.1 °mph,3.8 °mph,29.85 °in,0.00 °in,0.00 °in,1.0,106 w/m²,2022-07-13,,,,
7:30 PM,86.7 °F,63.5 °F,46 °%,South,3.4 °mph,5.1 °mph,29.85 °in,0.00 °in,0.00 °in,1.0,92 w/m²,2022-07-13,,,,
7:35 PM,86.7 °F,63.5 °F,46 °%,ESE,2.9 °mph,6.3 °mph,29.85 °in,0.00 °in,0.00 °in,1.0,77 w/m²,2022-07-13,,,,
7:40 PM,86.9 °F,63.7 °F,46 °%,ENE,5.1 °mph,7.2 °mph,29.85 °in,0.00 °in,0.00 °in,1.0,69 w/m²,2022-07-13,,,,
7:45 PM,86.5 °F,63.3 °F,46 °%,SE,2.5 °mph,4.5 °mph,29.85 °in,0.00 °in,0.00 °in,1.0,58 w/m²,2022-07-13,,,,
7:50 PM,86.4 °F,63.1 °F,46 °%,SSE,2.5 °mph,5.4 °mph,29.85 °in,0.00 °in,0.00 °in,1.0,44 w/m²,2022-07-13,,,,
7:55 PM,86.0 °F,62.8 °F,46 °%,ESE,5.1 °mph,6.7 °mph,29.85 °in,0.00 °in,0.00 °in,0.0,35 w/m²,2022-07-13,,,,
8:00 PM,86.2 °F,63.0 °F,46 °%,South,1.3 °mph,2.7 °mph,29.85 °in,0.00 °in,0.00 °in,0.0,26 w/m²,2022-07-13,,,,
8:05 PM,85.8 °F,62.6 °F,46 °%,South,2.2 °mph,5.4 °mph,29.86 °in,0.00 °in,0.00 °in,0.0,19 w/m²,2022-07-13,,,,
8:10 PM,85.6 °F,62.4 °F,46 °%,SSW,1.1 °mph,3.6 °mph,29.85 °in,0.00 °in,0.00 °in,0.0,14 w/m²,2022-07-13,,,,
8:15 PM,85.8 °F,63.3 °F,47 °%,SSE,2.5 °mph,3.8 °mph,29.86 °in,0.00 °in,0.00 °in,0.0,10 w/m²,2022-07-13,,,,
8:20 PM,85.8 °F,63.3 °F,47 °%,SSW,0.7 °mph,1.8 °mph,29.86 °in,0.00 °in,0.00 °in,0.0,7 w/m²,2022-07-13,,,,
8:25 PM,85.8 °F,63.9 °F,48 °%,SSE,2.7 °mph,4.7 °mph,29.86 °in,0.00 °in,0.00 °in,0.0,4 w/m²,2022-07-13,,,,
8:30 PM,85.6 °F,63.7 °F,48 °%,SE,2.0 °mph,3.4 °mph,29.86 °in,0.00 °in,0.00 °in,0.0,3 w/m²,2022-07-13,,,,
8:35 PM,85.8 °F,63.9 °F,48 °%,East,2.5 °mph,4.0 °mph,29.86 °in,0.00 °in,0.00 °in,0.0,1 w/m²,2022-07-13,,,,
8:40 PM,85.3 °F,64.0 °F,49 °%,East,2.9 °mph,4.3 °mph,29.86 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-13,,,,
8:45 PM,85.3 °F,64.0 °F,49 °%,SE,2.7 °mph,5.6 °mph,29.86 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-13,,,,
8:50 PM,85.1 °F,64.4 °F,50 °%,SSE,2.5 °mph,6.5 °mph,29.86 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-13,,,,
8:55 PM,85.1 °F,64.4 °F,50 °%,East,1.3 °mph,3.6 °mph,29.86 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-13,,,,
9:00 PM,85.1 °F,65.5 °F,52 °%,SE,3.6 °mph,6.5 °mph,29.87 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-13,,,,
9:05 PM,85.1 °F,65.5 °F,52 °%,SSE,2.0 °mph,3.4 °mph,29.87 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-13,,,,
9:10 PM,85.1 °F,66.0 °F,53 °%,SE,3.1 °mph,6.3 °mph,29.87 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-13,,,,
9:15 PM,84.7 °F,65.7 °F,53 °%,East,2.9 °mph,7.2 °mph,29.87 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-13,,,,
9:20 PM,84.7 °F,65.7 °F,53 °%,NE,0.9 °mph,2.5 °mph,29.88 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-13,,,,
9:25 PM,84.7 °F,65.7 °F,53 °%,East,0.4 °mph,2.2 °mph,29.88 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-13,,,,
9:30 PM,84.6 °F,66.0 °F,54 °%,ESE,1.6 °mph,4.0 °mph,29.88 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-13,,,,
9:35 PM,84.6 °F,66.0 °F,54 °%,SW,0.7 °mph,1.3 °mph,29.88 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-13,,,,
9:40 PM,84.4 °F,66.4 °F,55 °%,West,1.3 °mph,2.7 °mph,29.89 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-13,,,,
9:45 PM,84.2 °F,66.2 °F,55 °%,North,0.0 °mph,0.7 °mph,29.89 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-13,,,,
9:50 PM,84.2 °F,66.2 °F,55 °%,SSE,1.1 °mph,2.5 °mph,29.89 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-13,,,,
9:55 PM,84.4 °F,66.4 °F,55 °%,ESE,4.3 °mph,5.6 °mph,29.90 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-13,,,,
10:00 PM,84.2 °F,66.2 °F,55 °%,North,0.0 °mph,1.3 °mph,29.89 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-13,,,,
10:05 PM,84.4 °F,66.9 °F,56 °%,SE,3.6 °mph,5.8 °mph,29.89 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-13,,,,
10:10 PM,84.4 °F,66.9 °F,56 °%,ESE,3.1 °mph,5.1 °mph,29.89 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-13,,,,
10:15 PM,84.2 °F,67.3 °F,57 °%,SE,0.9 °mph,2.0 °mph,29.89 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-13,,,,
10:20 PM,84.2 °F,67.3 °F,57 °%,SE,5.1 °mph,8.7 °mph,29.89 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-13,,,,
10:25 PM,84.4 °F,67.5 °F,57 °%,SE,4.5 °mph,6.7 °mph,29.89 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-13,,,,
10:30 PM,84.2 °F,67.8 °F,58 °%,WSW,2.2 °mph,6.5 °mph,29.90 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-13,,,,
10:35 PM,84.0 °F,68.2 °F,59 °%,SE,1.1 °mph,3.1 °mph,29.90 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-13,,,,
10:40 PM,84.0 °F,68.2 °F,59 °%,SSW,1.1 °mph,2.2 °mph,29.90 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-13,,,,
10:45 PM,84.0 °F,68.2 °F,59 °%,SSW,2.5 °mph,4.9 °mph,29.90 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-13,,,,
10:50 PM,84.0 °F,68.2 °F,59 °%,South,1.3 °mph,5.1 °mph,29.90 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-13,,,,
10:58 PM,83.8 °F,68.5 °F,60 °%,SW,0.8 °mph,2.4 °mph,29.90 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-13,,,,
11:05 PM,83.8 °F,68.5 °F,60 °%,WSW,1.1 °mph,2.5 °mph,29.90 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-13,,,,
11:10 PM,83.7 °F,69.3 °F,62 °%,SW,1.6 °mph,2.9 °mph,29.89 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-13,,,,
11:15 PM,83.7 °F,69.3 °F,62 °%,WSW,2.7 °mph,5.8 °mph,29.90 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-13,,,,
11:20 PM,83.5 °F,69.1 °F,62 °%,ESE,2.5 °mph,7.4 °mph,29.90 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-13,,,,
11:25 PM,83.5 °F,69.6 °F,63 °%,NE,1.6 °mph,3.6 °mph,29.89 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-13,,,,
11:30 PM,83.5 °F,69.1 °F,62 °%,South,1.6 °mph,3.6 °mph,29.90 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-13,,,,
11:35 PM,83.5 °F,69.6 °F,63 °%,West,1.1 °mph,2.2 °mph,29.90 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-13,,,,
11:40 PM,83.3 °F,69.4 °F,63 °%,East,0.2 °mph,2.5 °mph,29.89 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-13,,,,
11:45 PM,83.3 °F,69.4 °F,63 °%,WSW,2.0 °mph,4.5 °mph,29.89 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-13,,,,
11:50 PM,83.5 °F,69.1 °F,62 °%,WNW,1.1 °mph,2.5 °mph,29.89 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-13,,,,
11:55 PM,83.5 °F,69.1 °F,62 °%,ENE,0.2 °mph,2.2 °mph,29.89 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-13,,,,
,,,,,,,,,,,,2022-07-14,,,,
12:00 AM,83.5 °F,69.1 °F,62 °%,ESE,0.2 °mph,1.3 °mph,29.89 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-14,,,,
12:05 AM,83.5 °F,69.1 °F,62 °%,ESE,1.3 °mph,3.8 °mph,29.89 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-14,,,,
12:10 AM,83.5 °F,68.2 °F,60 °%,SE,2.5 °mph,4.7 °mph,29.89 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-14,,,,
12:15 AM,83.5 °F,68.2 °F,60 °%,SE,1.1 °mph,2.7 °mph,29.89 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-14,,,,
12:20 AM,83.7 °F,68.4 °F,60 °%,SSE,2.0 °mph,5.4 °mph,29.89 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-14,,,,
12:25 AM,83.5 °F,68.2 °F,60 °%,ENE,0.2 °mph,1.6 °mph,29.89 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-14,,,,
